# 586 existing distinct edges touching the frey-pies-gnc core node-set
walder-frey	VIOLATES_GUEST_RIGHT	robb-stark	T1
walder-frey-son-of-merrett	COMPANION_OF	ramsay-snow	T1
walder-frey-son-of-ryman	OPPOSES	robb-stark	T1
walder-rivers	GUEST_OF	robb-stark	T1
warrick-manderly	SWORN_TO	house-manderly	T2
wendel-manderly	BORN_AT	white-harbor	T2
wendel-manderly	SWORN_TO	house-manderly	T2
wendel-manderly	VICTIM_IN	ser-wendel-manderly-is-killed	T1
white-harbor	CADET_BRANCH_OF	house-stark	T2
white-harbor	RELIGION_OF	faith-of-the-seven	T2
white-harbor	SEAT_OF	house-manderly	T2
wolfs-den	SEAT_OF	house-manderly	T2
wylis-manderly	BORN_AT	white-harbor	T2
wylis-manderly	CULTURE_OF	northmen	T2
wylis-manderly	GUEST_OF	wyman-manderly	T1
wylis-manderly	HEIR_TO	house-manderly	T2
wylis-manderly	HOLDS_TITLE	ser	T2
wylis-manderly	PARENT_OF	wylla-manderly	T2
wylis-manderly	PARENT_OF	wynafryd-manderly	T2
wylis-manderly	SWORN_TO	house-manderly	T2
wylis-manderly	VICTIM_IN	learning-about-manderly-s-hostage	T1
wylla-manderly	BORN_AT	white-harbor	T2
wylla-manderly	SWORN_TO	house-manderly	T2
wyman-manderly	AGENT_IN	davos-seaworth-captured	T1
wyman-manderly	BORN_AT	white-harbor	T2
wyman-manderly	CAPTURES	hornwood	T1
wyman-manderly	COMMANDS_IN	wyman-publicly-arrests-davos-at-white-harbor	T1
wyman-manderly	COMMANDS_IN	wyman-publicly-orders-davos-execution	T1
wyman-manderly	CONSPIRES_WITH	stannis-baratheon	T1
wyman-manderly	CULTURE_OF	northmen	T2
wyman-manderly	DECEIVES	cersei-lannister	T1
wyman-manderly	DECEIVES	house-frey	T1
wyman-manderly	DISTRUSTS	theomore-manderly	T1
wyman-manderly	FIGHTS_IN	battle-of-the-trident	T2
wyman-manderly	GUEST_OF	winterfell	T1
wyman-manderly	HOLDS_TITLE	defender-of-the-dispossessed	T2
wyman-manderly	HOLDS_TITLE	lord-of-white-harbor	T2
wyman-manderly	HOLDS_TITLE	shield-of-the-faith	T2
wyman-manderly	HOLDS_TITLE	warden-of-the-white-knife	T2
wyman-manderly	IN_LAW_OF	leona-woolfield	T1
wyman-manderly	MOURNS	wendel-manderly	T1
wyman-manderly	OPPOSES	house-frey	T1
wyman-manderly	PARENT_OF	wendel-manderly	T2
wyman-manderly	PARENT_OF	wylis-manderly	T2
wyman-manderly	RESPECTS	tywin-lannister	T1
wyman-manderly	RULES	house-manderly	T2
wyman-manderly	RULES	new-castle	T2
wyman-manderly	SEEKS	hornwood	T1
wyman-manderly	SWORN_TO	house-manderly	T2
wyman-manderly	SWORN_TO	robb-stark	T1
wyman-manderly	VICTIM_IN	learning-about-manderly-s-hostage	T1
wyman-manderly	VIOLATES_GUEST_RIGHT	davos-seaworth	T1
wyman-publicly-arrests-davos-at-white-harbor	SUB_BEAT_OF	wyman-manderly-stages-fake-execution-of-davos	T1
wyman-publicly-orders-davos-execution	LOCATED_AT	wolfs-den	T1
wyman-publicly-orders-davos-execution	SUB_BEAT_OF	wyman-manderly-stages-fake-execution-of-davos	T1
wynafryd-manderly	BORN_AT	white-harbor	T2
wynafryd-manderly	SWORN_TO	house-manderly	T2
yoren	GUEST_OF	robb-stark	T1
yorrick	SWORN_TO	house-manderly	T2
